id,label,cap-shape,cap-surface,bruises,odor,gill-attachment,gill-spacing,gill-size,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,veil-type,ring-number,ring-type,spore-print-color,population,habitat,cap-color-rate,gill-color-rate,veil-color-rate,stalk-color-above-ring-rate,stalk-color-below-ring-rate
296,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,1,1,1,1
297,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,5,1,3,4
298,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,1,1,1,4
299,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,1,1,2,5
300,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,5,1,3,1
301,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,6,1,1,1
302,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,1,1,3,4
303,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,1,1,2,4
304,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,5,1,2,1
305,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,1,1,3,1
306,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,p,4,2,1,2,7
307,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,4,1,2,1
308,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,1,1,3,4
309,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,1,1,1,5
310,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,1,1,1,4
311,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,4,1,2,5
312,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,5,1,2,1
313,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,6,1,1,4
314,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,1,1,3,4
315,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,4,1,2,4
316,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,5,1,1,5
317,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,4,1,1,1
318,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,6,1,3,1
319,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,5,1,1,1
320,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,4,1,3,4
321,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,6,1,3,4
322,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,1,1,2,5
323,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,1,1,1,4
324,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,6,1,2,4
325,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,4,1,3,4
326,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,5,1,1,4
327,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,4,1,1,1
328,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,n,v,d,4,2,1,1,1
329,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,1,1,2,5
330,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,5,1,3,4
331,e,f,s,f,n,f,w,b,t,e,s,f,p,o,e,k,a,g,1,4,1,1,1
332,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,5,1,3,1
333,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,1,1,2,1
334,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,5,1,3,4
335,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,5,1,1,1
336,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,4,1,2,4
337,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,1,1,2,4
338,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,1,1,2,4
339,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,1,1,2,4
340,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,4,1,3,4
341,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,6,1,3,4
342,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,4,1,2,1
343,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,5,1,1,1
344,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,6,1,3,4
345,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,5,1,2,5
346,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,6,1,3,1
347,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,4,1,3,5
348,e,f,f,f,n,f,w,b,t,e,s,f,p,o,e,k,s,g,3,7,1,1,1
349,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,4,1,1,4
350,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,6,1,3,4
351,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,1,1,2,4
352,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,5,1,3,4
353,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,6,1,3,4
354,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,5,1,2,1
355,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,4,1,2,4
356,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,5,1,1,1
357,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,6,1,1,1
358,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,4,1,3,4
359,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,5,1,2,1
360,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,5,1,2,1
361,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,4,1,3,1
362,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,4,1,3,4
363,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,4,1,3,5
364,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,1,1,3,5
365,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,4,1,2,1
366,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,6,1,2,4
367,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,1,1,1,4
368,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,1,1,3,4
369,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,5,1,3,4
370,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,6,1,3,5
371,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,5,1,2,5
372,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,1,1,2,1
373,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,4,1,2,4
374,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,5,1,1,5
375,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,5,1,3,4
376,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,6,1,2,5
377,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,1,1,1,5
378,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,6,1,2,5
379,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,6,1,2,1
380,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,1,1,2,5
381,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,4,1,2,5
382,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,1,1,3,5
383,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,6,1,2,4
384,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,n,v,d,6,4,1,1,1
385,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,4,1,1,1
386,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,5,1,1,1
387,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,5,1,3,5
388,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,1,1,3,5
389,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,5,1,3,4
390,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,5,1,2,1
391,e,f,s,f,n,f,w,b,t,e,s,s,p,o,e,n,a,g,1,1,1,1,1
392,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,5,1,2,4
393,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,5,1,1,5
394,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,4,1,2,1
395,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,4,1,1,4
396,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,1,1,3,4
397,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,4,1,3,5
398,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,g,4,7,1,4,5
399,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,5,1,1,1
400,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,6,1,2,4
401,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,1,1,2,1
402,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,1,1,2,4
403,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,1,1,3,1
404,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,5,1,1,4
405,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,6,1,3,5
406,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,5,1,1,4
407,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,6,1,3,1
408,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,5,1,2,4
409,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,1,1,2,4
410,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,6,1,1,1
411,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,6,1,3,1
412,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,4,1,1,5
413,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,6,1,3,5
414,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,6,1,1,5
415,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,4,1,1,4
416,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,4,1,3,1
417,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,4,1,2,5
418,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,5,1,3,5
419,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,5,1,2,1
420,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,6,1,1,1
421,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,6,1,3,1
422,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,1,1,3,5
423,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,4,1,3,5
424,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,4,1,3,1
425,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,1,1,2,5
426,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,6,1,3,5
427,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,4,1,2,4
428,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,6,1,2,4
429,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,4,1,1,5
430,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,6,1,1,1
431,e,x,s,f,n,f,w,b,t,e,f,s,p,o,e,k,s,g,4,7,1,1,1
432,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,1,1,1,4
433,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,5,1,3,5
434,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,1,1,1,5
435,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,6,1,3,1
436,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,6,1,3,4
437,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,1,1,3,4
438,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,5,1,1,4
439,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,5,1,2,4
440,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,6,1,2,1
441,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,6,1,3,1
442,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,4,1,1,1
443,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,6,1,1,1
444,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,4,1,2,4
445,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,5,1,2,4
446,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,5,1,3,1
447,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,1,1,2,4
448,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,6,1,1,1
449,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,1,1,1,4
450,p,x,f,f,c,f,c,n,e,b,s,s,p,o,p,k,v,d,4,4,1,1,1
451,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,1,1,2,1
452,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,4,1,2,5
453,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,1,1,3,5
454,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,5,1,3,4
455,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,5,1,3,5
456,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,4,1,1,4
457,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,5,1,2,5
458,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,1,1,1,5
459,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,4,1,2,1
460,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,5,1,1,1
461,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,6,1,1,1
462,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,6,1,2,1
463,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,5,1,1,4
464,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,6,1,1,4
465,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,6,1,3,5
466,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,1,1,1,5
467,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,v,d,4,2,1,4,5
468,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,5,1,2,1
469,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,5,1,3,4
470,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,6,1,1,4
471,p,x,f,f,f,f,c,b,e,b,k,k,p,o,l,h,y,d,4,2,1,4,5
472,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,6,1,1,1
473,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,1,1,3,5
474,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,6,1,3,4
475,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,4,1,2,4
476,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,4,1,3,5
477,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,4,1,1,5
478,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,1,1,1,5
479,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,1,1,3,5
480,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,5,1,1,5
481,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,6,1,3,5
482,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,4,1,3,5
483,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,6,1,3,1
484,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,4,1,2,1
485,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,4,1,3,4
486,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,1,1,3,1
487,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,5,1,2,1
488,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,5,1,3,4
489,e,f,s,f,n,f,w,b,t,e,f,f,p,o,e,k,s,g,4,4,1,1,1
490,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,4,1,3,1
491,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,4,1,3,1
492,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,5,1,3,5
493,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,6,1,1,1
494,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,5,1,1,4
495,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,5,1,2,4
496,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,1,1,3,1
497,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,5,1,1,4
498,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,n,s,d,3,2,1,1,1
499,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,4,1,2,5
500,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,1,1,1,5
501,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,5,1,2,1
502,e,f,f,f,n,f,w,b,t,e,s,s,p,o,e,n,s,g,3,7,1,1,1
503,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,1,1,3,1
504,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,1,1,1,5
505,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,5,1,2,4
506,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,5,1,1,5
507,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,1,1,2,5
508,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,1,1,3,4
509,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,1,1,3,4
510,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,1,1,1,1
511,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,1,1,1,1
512,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,5,1,2,4
513,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,4,1,1,1
514,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,4,1,3,1
515,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,1,1,3,5
516,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,5,1,3,5
517,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,5,1,3,1
518,e,f,f,f,n,f,w,b,t,e,f,f,p,o,e,k,s,g,1,1,1,1,1
519,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,5,1,1,4
520,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,1,1,3,4
521,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,6,1,2,5
522,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,4,1,3,5
523,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,1,1,2,4
524,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,6,1,2,1
525,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,6,1,1,1
526,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,4,1,2,4
527,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,6,1,2,5
528,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,1,1,1,4
529,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,4,1,3,5
530,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,4,1,1,5
531,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,5,1,1,5
532,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,6,1,2,5
533,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,6,1,1,1
534,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,1,1,2,5
535,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,1,1,1,1
536,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,5,1,2,5
537,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,5,1,1,5
538,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,1,1,2,5
539,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,6,1,3,5
540,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,6,1,2,4
541,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,6,1,3,4
542,p,x,f,f,c,f,w,n,e,b,s,s,p,o,p,k,v,d,6,6,1,1,1
543,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,4,1,3,4
544,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,4,1,1,5
545,e,f,s,f,n,f,w,b,t,e,f,f,p,o,e,n,s,g,1,4,1,1,1
546,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,4,1,2,4
547,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,6,1,2,5
548,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,6,1,2,1
549,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,1,1,2,1
550,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,5,1,3,5
551,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,1,5,1,3,5
552,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,5,1,3,5
553,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,1,6,1,2,5
554,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,1,1,3,5
555,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,5,1,3,4
556,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,5,1,3,4
557,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,6,1,1,1
558,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,4,1,2,1
559,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,4,1,3,1
560,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,6,1,2,1
561,p,x,s,f,c,f,w,n,e,b,s,s,p,o,p,k,s,d,6,6,1,1,1
562,e,f,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,5,1,2,5
563,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,5,1,3,4
564,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,6,1,3,1
565,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,4,1,1,3,4
566,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,1,1,3,4
567,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,1,1,3,5
568,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,6,1,2,5
569,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,4,1,2,4
570,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,5,6,1,3,1
571,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,4,1,1,1
572,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,4,5,1,2,4
573,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,1,6,1,2,1
574,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,5,4,1,2,1
575,e,x,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,4,1,1,5
576,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,5,1,1,5
577,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,k,y,d,4,1,1,3,1
578,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,5,1,1,5
579,e,f,f,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,4,4,1,3,4
580,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,y,d,5,4,1,3,1
581,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,n,v,d,5,4,1,3,1
582,e,x,s,f,n,f,w,b,t,e,s,f,p,o,e,k,s,g,3,3,1,1,1
583,e,x,y,t,n,f,c,b,t,b,s,s,p,o,p,k,v,d,1,5,1,1,5
